Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	channel_126	channel_127N	channel_127C	channel_128N	channel_128C	channel_129N	channel_129C	channel_130N	channel_130C	channel_131N	channel_131C	channel_132N	channel_132C	channel_133N	channel_133C	channel_134N
sp|Q8WTV0|SCRB1_HUMAN	Q8WTV0	SCRB1_HUMAN	SCARB1	552	Homo sapiens	Scavenger receptor class B member 1	1:Experimental evidence at protein level	3.62	1.0000	0.9990	2	2	2	2	2	2	3482321	3482321	3482321	8K(304.2071), N-term(304.2071)			39557.8906	40645.0820	52596.1426	376942.2812	344207.8594	352381.7969	50196.3877	66248.7422	58139.5244	270309.3359	243791.0938	186094.1055	6251.7209	1973.4266	0.0000	0.0000
sp|Q8WTW3|COG1_HUMAN	Q8WTW3	COG1_HUMAN	COG1	980	Homo sapiens	Conserved oligomeric Golgi complex subunit 1	1:Experimental evidence at protein level	19.59	1.0000	0.9990	15	15	15	17	17	17	15676927	15676927	15676927	10K(304.2071), 10M(15.9949), 11K(304.2071), 14M(15.9949), 16K(304.2071), 18K(304.2071), 1C(57.0214), 23K(304.2071), 6C(57.0214), 8M(15.9949), 9M(15.9949), N-term(304.2071)			1618469.2148	1702417.3516	1859080.1211	1953566.2852	1959750.3086	1822347.4844	1448550.4141	1812035.9727	1534044.2305	1404685.2168	1155034.2754	980688.2969	35874.2976	15884.0447	0.0000	0.0000
sp|Q8WU20|FRS2_HUMAN	Q8WU20	FRS2_HUMAN	FRS2	508	Homo sapiens	Fibroblast growth factor receptor substrate 2	1:Experimental evidence at protein level	5.31	1.0000	0.9990	2	2	2	2	2	2	893410	893410	893410	4M(15.9949), 9K(304.2071), N-term(304.2071)			34837.6367	39757.2207	51517.9062	190704.7891	198954.4297	186237.5859	61542.5488	73932.4531	50383.7891	178225.3750	203483.7188	162870.1172	6353.2832	2636.0835	0.0000	0.0000
sp|Q8WU79|SMAP2_HUMAN	Q8WU79	SMAP2_HUMAN	SMAP2	429	Homo sapiens	Stromal membrane-associated protein 2	1:Experimental evidence at protein level	10.02	1.0000	0.9990	7	7	7	8	8	8	11240789	11240789	11240789	7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)			630941.7422	650246.6875	627173.6348	853653.0391	890883.3242	789203.7031	547494.0000	746409.6758	556225.9805	700159.0977	647747.8945	539836.3691	12517.9475	3127.2656	0.0000	0.0000
sp|Q8WU90|ZC3HF_HUMAN	Q8WU90	ZC3HF_HUMAN	ZC3H15	426	Homo sapiens	Zinc finger CCCH domain-containing protein 15	1:Experimental evidence at protein level	25.35	1.0000	0.9990	15	15	15	17	17	17	69352244	69352244	69352244	10K(304.2071), 12K(304.2071), 1K(304.2071), 4C(57.0214), 6K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)			2447497.6416	2510078.2051	2688797.9980	3029472.3672	3157200.6309	2766555.6123	2728807.9316	3504606.7988	2882030.8320	2502438.2607	2295546.2246	1948527.0195	56021.4393	19455.7506	0.0000	0.0000
sp|Q8WUA2|PPIL4_HUMAN	Q8WUA2	PPIL4_HUMAN	PPIL4	492	Homo sapiens	Peptidyl-prolyl cis-trans isomerase-like 4	1:Experimental evidence at protein level	8.94	1.0000	0.9990	3	3	3	4	4	4	1548126	1548126	1548126	12K(304.2071), 1K(304.2071), 9K(304.2071), N-term(304.2071)			330079.7266	332363.1172	385205.6016	324577.5391	332230.7188	303061.4297	288111.2539	386294.3828	316597.3906	253322.9141	202955.8047	179405.3945	5518.4834	4070.7587	0.0000	0.0000
sp|Q8WUD1|RAB2B_HUMAN	Q8WUD1	RAB2B_HUMAN	RAB2B	216	Homo sapiens	Ras-related protein Rab-2B	1:Experimental evidence at protein level	57.41	1.0000	0.9990	13	8	8	24	13	13	55283556	48356280	55283556	14K(304.2071), 16K(304.2071), 17K(304.2071), 1K(304.2071), 3C(57.0214), 3K(304.2071), 7K(304.2071), N-term(304.2071)			547270.8555	554463.0459	686031.8018	1811549.7109	1900973.5859	1617317.3945	557949.6719	710925.6016	528856.4463	1164744.8945	1094032.1445	862300.2832	32443.2646	12808.8578	0.0000	0.0000
sp|Q8WUD4|CCD12_HUMAN	Q8WUD4	CCD12_HUMAN	CCDC12	166	Homo sapiens	Coiled-coil domain-containing protein 12	1:Experimental evidence at protein level	53.61	1.0000	0.9990	7	7	7	8	8	8	5438651	5438651	5438651	10K(304.2071), 11K(304.2071), 19K(304.2071), 21C(57.0214), 2K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)			605922.4600	634379.3032	709781.1660	1408532.1602	1448003.8711	1274560.5820	634768.6680	876277.2773	615702.5762	1188447.6113	994218.2012	900981.8672	30902.9106	19797.1652	0.0000	0.0000
sp|Q8WUF8|F172A_HUMAN	Q8WUF8	F172A_HUMAN	FAM172A	416	Homo sapiens	Cotranscriptional regulator FAM172A	1:Experimental evidence at protein level	9.38	1.0000	0.9990	3	3	3	3	3	3	4976072	4976072	4976072	13K(304.2071), 16K(304.2071), 9K(304.2071), N-term(304.2071)			254827.8203	237829.2852	278097.2266	331640.7109	354971.7734	308118.3828	252209.4609	362550.7188	283374.6641	273218.2734	257751.8242	232737.2695	10431.5028	3264.9106	0.0000	0.0000
sp|Q8WUG5|S22AH_HUMAN	Q8WUG5	S22AH_HUMAN	SLC22A17	538	Homo sapiens	Solute carrier family 22 member 17	1:Experimental evidence at protein level	4.46	1.0000	0.9990	2	2	2	2	2	2	4503433	4503433	4503433	1C(57.0214), N-term(304.2071)			64240.4609	60918.9297	95317.4766	176565.1406	189215.0469	163497.2891	121310.8438	176215.2383	190564.2461	143057.5703	160311.2227	116579.8945	4215.7900	2515.0920	0.0000	0.0000
sp|Q8WUH1|CHUR_HUMAN	Q8WUH1	CHUR_HUMAN	CHURC1	112	Homo sapiens	Protein Churchill	1:Experimental evidence at protein level	36.61	1.0000	0.9990	4	4	4	4	4	4	2770465	2770465	2770465	1C(57.0214), 2C(57.0214), 3M(15.9949), 4C(57.0214), 7K(304.2071), 8K(304.2071), N-term(304.2071)			328075.8320	357830.1055	434543.8555	516400.3555	486524.8750	470005.4141	385102.9258	487946.5977	375282.0195	345865.0742	324422.3066	262217.0645	8509.5782	5079.9447	0.0000	0.0000
sp|Q8WUH2|TGFA1_HUMAN	Q8WUH2	TGFA1_HUMAN	TGFBRAP1	860	Homo sapiens	Transforming growth factor-beta receptor-associated protein 1	1:Experimental evidence at protein level	10.47	1.0000	0.9990	9	9	9	10	10	10	10338856	10338856	10338856	10K(304.2071), 21K(304.2071), 5C(57.0214), 8C(57.0214), 8K(304.2071), 9C(57.0214), N-term(304.2071)			551912.8008	572438.5547	639242.6191	751051.9980	725768.1719	704188.9922	593263.8184	716857.3555	543808.0781	570170.2598	505088.1816	451825.0391	11998.4760	7546.6707	0.0000	0.0000
sp|Q8WUI4|HDAC7_HUMAN	Q8WUI4	HDAC7_HUMAN	HDAC7	952	Homo sapiens	Histone deacetylase 7	1:Experimental evidence at protein level	3.05	1.0000	0.9989	3	3	3	3	3	3	5382898	5382898	5382898	7K(304.2071), N-term(304.2071)			158741.8867	175752.7930	196668.1250	300479.9609	297792.2734	213721.8320	219202.5039	316951.9414	273377.9102	183917.8750	163595.3008	143049.6172	4357.7572	0.0000	0.0000	0.0000
sp|Q8WUM0|NU133_HUMAN	Q8WUM0	NU133_HUMAN	NUP133	1156	Homo sapiens	Nuclear pore complex protein Nup133	1:Experimental evidence at protein level	6.83	1.0000	0.9990	8	8	8	8	8	8	3871791	3871791	3871791	11K(304.2071), 16K(304.2071), 4K(304.2071), 6M(15.9949), 7C(57.0214), 7K(304.2071), 8K(304.2071), N-term(304.2071)			213450.0591	210847.0732	259563.4541	979502.6797	898258.1953	915786.7188	240476.3394	437418.1514	276664.9600	695574.1211	668512.6777	503014.0977	11684.2461	5168.9772	0.0000	0.0000
sp|Q8WUM4|PDC6I_HUMAN	Q8WUM4	PDC6I_HUMAN	PDCD6IP	868	Homo sapiens	Programmed cell death 6-interacting protein	1:Experimental evidence at protein level	33.29	1.0000	0.9990	32	32	32	43	43	43	24630532	24630532	24630532	10K(304.2071), 11C(57.0214), 11K(304.2071), 12K(304.2071), 13K(304.2071), 14K(304.2071), 15K(304.2071), 17C(57.0214), 1C(57.0214), 1K(304.2071), 2C(57.0214), 2M(15.9949), 5K(304.2071), 6C(57.0214), 6K(304.2071), 6M(15.9949), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)			3785508.2598	4032570.1621	4371246.0156	4907097.9707	4559314.1152	4663206.6660	4031642.7031	5041599.6621	4043916.4219	3526782.7236	2792343.8145	2394962.9375	86824.0669	38946.1248	0.0000	0.0000
sp|Q8WUX9|CHMP7_HUMAN	Q8WUX9	CHMP7_HUMAN	CHMP7	453	Homo sapiens	Charged multivesicular body protein 7	1:Experimental evidence at protein level	14.35	1.0000	0.9990	7	7	7	8	8	8	4777850	4777850	4777850	10K(304.2071), 1C(57.0214), 1K(304.2071), 2K(304.2071), 7K(304.2071), N-term(304.2071)			527956.7969	571150.3047	589985.8438	644825.6094	712302.1016	595160.4766	479612.6016	577945.5781	450003.0039	470656.4297	456851.9688	379857.1758	9255.9532	2038.4587	0.0000	0.0000
sp|Q8WUY1|THEM6_HUMAN	Q8WUY1	THEM6_HUMAN	THEM6	208	Homo sapiens	Protein THEM6	1:Experimental evidence at protein level	14.90	1.0000	0.9990	3	3	3	3	3	3	946271	946271	946271	10K(304.2071), 9C(57.0214), N-term(304.2071)			34250.7080	39612.7246	49342.7109	236236.7500	268383.3359	228124.3203	59415.1641	86743.4805	58911.7520	257930.2188	279941.4766	235409.2031	10925.2717	6033.0370	0.0000	0.0000
sp|Q8WUY3|PRUN2_HUMAN	Q8WUY3	PRUN2_HUMAN	PRUNE2	3088	Homo sapiens	Protein prune homolog 2	1:Experimental evidence at protein level	1.88	1.0000	0.9990	5	4	4	6	5	5	4594914	3193162	4594914	7M(15.9949), 9K(304.2071), N-term(304.2071)			133955.0664	140836.8027	153711.1035	250673.6328	249642.2617	236293.6895	201923.8086	285729.0859	225555.4453	207209.3555	202781.0781	159506.4531	5056.8577	1641.3250	0.0000	0.0000
sp|Q8WUY8|NAT14_HUMAN	Q8WUY8	NAT14_HUMAN	NAT14	206	Homo sapiens	Probable N-acetyltransferase 14	1:Experimental evidence at protein level	18.93	1.0000	0.9990	3	3	3	5	5	5	19050181	19050181	19050181	4K(304.2071), 6C(57.0214), N-term(304.2071)			79944.6445	88384.2041	97630.4639	905798.7266	874207.0469	824212.4766	142299.7480	199207.0645	138107.1289	828362.9531	869089.8242	696430.2285	15026.1924	9740.8450	0.0000	0.0000
sp|Q8WVC0|LEO1_HUMAN	Q8WVC0	LEO1_HUMAN	LEO1	666	Homo sapiens	RNA polymerase-associated protein LEO1	1:Experimental evidence at protein level	11.71	1.0000	0.9990	6	6	6	6	6	6	3429756	3429756	3429756	12K(304.2071), 13K(304.2071), 1K(304.2071), 28K(304.2071), 3M(15.9949), 5K(304.2071), 6K(304.2071), 9K(304.2071), N-term(304.2071)			375293.4092	372817.0039	429613.2988	622069.6660	669675.4570	595287.0352	397430.4258	520910.1680	408178.3262	497325.2090	477383.5977	407987.9746	19780.3340	8318.5231	0.0000	0.0000
sp|Q8WVF1|OSCP1_HUMAN	Q8WVF1	OSCP1_HUMAN	OSCP1	389	Homo sapiens	Protein OSCP1	1:Experimental evidence at protein level	10.80	1.0000	0.9990	4	4	4	4	4	4	5048404	5048404	5048404	10K(304.2071), 1K(304.2071), 2M(15.9949), N-term(304.2071)			103645.5664	111071.1758	131178.1992	121539.0117	128968.2676	149557.3203	129998.4375	170839.9805	133695.5488	84303.8320	82472.1602	65275.5771	0.0000	0.0000	0.0000	0.0000
sp|Q8WVJ2|NUDC2_HUMAN	Q8WVJ2	NUDC2_HUMAN	NUDCD2	157	Homo sapiens	NudC domain-containing protein 2	1:Experimental evidence at protein level	26.75	1.0000	0.9990	4	4	4	4	4	4	5879461	5879461	5879461	10K(304.2071), 18K(304.2071), 21K(304.2071), 3K(304.2071), 6C(57.0214), N-term(304.2071)			754287.7188	717112.8125	888178.9141	675407.6328	752553.7188	725524.0547	883699.8125	1192195.1875	1062429.2578	490631.6055	465073.0859	397883.5859	11537.3522	3160.9504	0.0000	0.0000
sp|Q8WVK2|SNR27_HUMAN	Q8WVK2	SNR27_HUMAN	SNRNP27	155	Homo sapiens	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein	1:Experimental evidence at protein level	17.42	1.0000	0.9990	2	2	2	2	2	2	479371	479371	479371	11K(304.2071), 16K(304.2071), 1K(304.2071), 2M(15.9949), N-term(304.2071)			237801.1797	213781.4766	251404.6484	287641.9844	290572.1797	282869.4922	256238.7109	325748.2969	263035.8281	299160.0078	194633.8672	185872.6445	7854.2400	2983.0493	0.0000	0.0000
sp|Q8WVM7|STAG1_HUMAN	Q8WVM7	STAG1_HUMAN	STAG1	1258	Homo sapiens	Cohesin subunit SA-1	1:Experimental evidence at protein level	3.34	1.0000	0.9990	3	2	3	3	2	3	2421701	1317687	2421701	11K(304.2071), 12M(15.9949), 22K(304.2071), 4K(304.2071), 7C(57.0214), 9K(304.2071), N-term(304.2071)			140023.3203	151818.1953	170104.3125	276648.9531	318022.0391	266283.9766	175257.3359	246508.9844	235033.7930	197801.0000	211472.3477	180502.1484	8099.1387	3840.7776	0.0000	0.0000
sp|Q8WVM8|SCFD1_HUMAN	Q8WVM8	SCFD1_HUMAN	SCFD1	642	Homo sapiens	Sec1 family domain-containing protein 1	1:Experimental evidence at protein level	25.55	1.0000	0.9990	15	15	15	19	19	19	27560632	27560632	27560632	10K(304.2071), 10M(15.9949), 13K(304.2071), 14K(304.2071), 15M(15.9949), 16K(304.2071), 17K(304.2071), 19K(304.2071), 22K(304.2071), 2M(15.9949), 3M(15.9949), 6K(304.2071), 6M(15.9949), 7C(57.0214), 7K(304.2071), 8M(15.9949), 9K(304.2071), N-term(304.2071)			912511.0859	1046480.5908	1098074.7285	2779929.7637	2830486.0781	2848461.2344	1232455.6113	1451772.2148	1158226.3057	2299253.2188	2263488.2305	1741471.1660	54391.0005	21977.9850	0.0000	0.0000
sp|Q8WVR3|TPC14_HUMAN	Q8WVR3	TPC14_HUMAN	TRAPPC14	580	Homo sapiens	Trafficking protein particle complex subunit 14	1:Experimental evidence at protein level	7.24	1.0000	0.9990	4	4	4	4	4	4	2279756	2279756	2279756	10K(304.2071), 8K(304.2071), N-term(304.2071)			94721.0332	96480.5742	113525.5957	192362.4375	186967.8281	171637.7500	110543.1016	128362.8086	103724.8164	132683.7578	125152.5469	102561.4570	5548.7664	2649.4581	0.0000	0.0000
sp|Q8WVT3|TPC12_HUMAN	Q8WVT3	TPC12_HUMAN	TRAPPC12	735	Homo sapiens	Trafficking protein particle complex subunit 12	1:Experimental evidence at protein level	12.24	1.0000	0.9990	7	7	7	8	8	8	8268864	8268864	8268864	11K(304.2071), 13M(15.9949), 15K(304.2071), 23C(57.0214), 2K(304.2071), 5C(57.0214), 6C(57.0214), 7K(304.2071), 9C(57.0214), N-term(304.2071)			670117.6543	670083.2246	785028.6191	886549.8984	911092.8652	869727.5508	887568.0957	1164302.6680	1018644.1816	778944.0137	743227.2305	713835.9736	19651.0522	10495.1742	0.0000	0.0000
sp|Q8WVV9|HNRLL_HUMAN	Q8WVV9	HNRLL_HUMAN	HNRNPLL	542	Homo sapiens	Heterogeneous nuclear ribonucleoprotein L-like	1:Experimental evidence at protein level	40.04	1.0000	0.9990	17	16	16	23	22	22	59058963	23094780	59058963	10K(304.2071), 10M(15.9949), 11K(304.2071), 12C(57.0214), 12K(304.2071), 13C(57.0214), 13K(304.2071), 14K(304.2071), 15K(304.2071), 16K(304.2071), 20K(304.2071), 26K(304.2071), 2C(57.0214), 2K(304.2071), 5K(304.2071), 7K(304.2071), 9K(304.2071), N-term(304.2071)			1760307.6689	1861157.1543	2012600.7520	3383557.1602	3347511.9277	3078450.2246	1930658.6309	2595414.7725	1991031.7705	2519327.6465	2301388.0898	1898181.8809	70348.0190	38321.1505	0.0000	0.0000
sp|Q8WVY7|UBCP1_HUMAN	Q8WVY7	UBCP1_HUMAN	UBLCP1	318	Homo sapiens	Ubiquitin-like domain-containing CTD phosphatase 1	1:Experimental evidence at protein level	15.41	1.0000	0.9990	5	5	5	7	7	7	5518665	5518665	5518665	11K(304.2071), 2K(304.2071), 4M(15.9949), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)			351529.3242	379707.1562	421621.9180	529927.3555	458634.0342	495540.7266	373904.9375	478947.3848	352028.9199	370212.0850	303408.5449	263057.7578	9642.3029	3303.2593	0.0000	0.0000
sp|Q8WW12|PCNP_HUMAN	Q8WW12	PCNP_HUMAN	PCNP	178	Homo sapiens	PEST proteolytic signal-containing nuclear protein	1:Experimental evidence at protein level	75.28	1.0000	0.9990	20	20	20	28	28	28	22488722	22488722	22488722	10K(304.2071), 11K(304.2071), 12K(304.2071), 13K(304.2071), 15K(304.2071), 16K(304.2071), 17K(304.2071), 18K(304.2071), 1K(304.2071), 2K(304.2071), 4K(304.2071), 5K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071), N-term(42.0106)			2119744.2793	2063657.0879	2397131.8877	2933694.8613	3350579.5801	3113912.9473	3633801.8965	4790195.2656	4260422.6133	3106950.5332	2984016.8867	2632147.6543	82079.4498	37185.4558	0.0000	0.0000
sp|Q8WW59|SPRY4_HUMAN	Q8WW59	SPRY4_HUMAN	SPRYD4	207	Homo sapiens	SPRY domain-containing protein 4	1:Experimental evidence at protein level	19.32	1.0000	0.9990	4	4	4	5	5	5	2777534	2777534	2777534	10K(304.2071), 11K(304.2071), 3C(57.0214), 8M(15.9949), N-term(304.2071)			163107.6758	308890.6543	220987.8242	955822.0000	824761.6094	902308.0703	213031.4707	269089.2773	221972.8691	685110.4297	572950.1562	458423.2109	16936.0204	3792.4932	0.0000	0.0000
sp|Q8WWC4|MAIP1_HUMAN	Q8WWC4	MAIP1_HUMAN	MAIP1	291	Homo sapiens	m-AAA protease-interacting protein 1, mitochondrial	1:Experimental evidence at protein level	6.87	1.0000	0.9990	2	2	2	2	2	2	995020	995020	995020	9K(304.2071), N-term(304.2071)			69234.2100	68917.5889	82409.1914	296030.4688	287501.8047	275131.6484	77419.1826	111021.4141	83443.8047	265259.9375	453601.5938	269048.5156	9868.9396	10246.7181	0.0000	0.0000
sp|Q8WWH5|TRUB1_HUMAN	Q8WWH5	TRUB1_HUMAN	TRUB1	349	Homo sapiens	Pseudouridylate synthase TRUB1	1:Experimental evidence at protein level	17.48	1.0000	0.9990	4	4	4	5	5	5	5233900	5233900	5233900	12C(57.0214), 12K(304.2071), 21K(304.2071), 28K(304.2071), 2K(304.2071), 9K(304.2071), N-term(304.2071)			321881.9375	312208.8398	396797.2266	511493.0312	515083.2812	464582.1719	248024.1758	323053.3438	262611.4375	331963.7930	312909.6992	263754.6133	11025.1697	5561.0433	0.0000	1180.9536
sp|Q8WWI5|CTL1_HUMAN	Q8WWI5	CTL1_HUMAN	SLC44A1	657	Homo sapiens	Choline transporter-like protein 1	1:Experimental evidence at protein level	9.59	1.0000	0.9990	6	6	6	6	6	6	6304892	6304892	6304892	12C(57.0214), 14K(304.2071), 15K(304.2071), 2C(57.0214), 3C(57.0214), 3K(304.2071), 5C(57.0214), 5M(15.9949), 7K(304.2071), 9M(15.9949), N-term(304.2071)			104418.7573	146340.7705	141125.2666	724485.9023	756268.5508	693657.0391	174565.2129	245565.0752	183669.8730	713317.6758	852692.0430	597759.9805	25089.2319	10374.9730	0.0000	0.0000
sp|Q8WWM7|ATX2L_HUMAN	Q8WWM7	ATX2L_HUMAN	ATXN2L	1075	Homo sapiens	Ataxin-2-like protein	1:Experimental evidence at protein level	29.86	1.0000	0.9990	27	24	27	40	36	40	60924752	60524595	60924752	10K(304.2071), 10M(15.9949), 11K(304.2071), 13K(304.2071), 13M(15.9949), 14K(304.2071), 16K(304.2071), 1K(304.2071), 20K(304.2071), 2K(304.2071), 3M(15.9949), 4K(304.2071), 6K(304.2071), 8K(304.2071), 8M(15.9949), 9K(304.2071), N-term(304.2071)			3190906.3271	3232940.2607	3701367.4863	4632601.6133	4974649.2832	4577228.1699	4202346.0674	5394262.2637	4513349.2500	4407690.1045	4283740.1924	3547456.4551	114816.1571	73431.9047	0.0000	0.0000
sp|Q8WWV3|RT4I1_HUMAN	Q8WWV3	RT4I1_HUMAN	RTN4IP1	396	Homo sapiens	Reticulon-4-interacting protein 1, mitochondrial	1:Experimental evidence at protein level	13.64	1.0000	0.9990	4	4	4	6	6	6	2702655	2702655	2702655	10M(15.9949), 11K(304.2071), 14K(304.2071), 18K(304.2071), 20K(304.2071), 7M(15.9949), 9C(57.0214), 9K(304.2071), N-term(304.2071)			133660.0986	162695.4570	195842.2031	1206532.5234	1163059.6797	1135844.1914	185693.9150	255421.5352	184064.2949	909854.3418	890380.4727	715143.1406	22830.9163	9917.6516	0.0000	0.0000
sp|Q8WWY3|PRP31_HUMAN	Q8WWY3	PRP31_HUMAN	PRPF31	499	Homo sapiens	U4/U6 small nuclear ribonucleoprotein Prp31	1:Experimental evidence at protein level	20.24	1.0000	0.9990	11	11	11	18	18	18	26810126	26810126	26810126	10K(304.2071), 11K(304.2071), 13K(304.2071), 2M(15.9949), 3K(304.2071), 5M(15.9949), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)			2102238.1758	2078832.4727	2259171.5898	2748347.0625	3010537.4062	2603799.2812	2015455.9883	2588951.8242	2081511.6465	2158213.8320	1927551.6914	1663806.0273	47095.9934	14816.4890	0.0000	0.0000
sp|Q8WX77|IBPL1_HUMAN	Q8WX77	IBPL1_HUMAN	IGFBPL1	278	Homo sapiens	Insulin-like growth factor-binding protein-like 1	1:Experimental evidence at protein level	15.47	1.0000	0.9990	2	2	2	2	2	2	1284090	1284090	1284090	15C(57.0214), 1C(57.0214), 26C(57.0214), 28C(57.0214), 29C(57.0214), 4C(57.0214), 9C(57.0214), N-term(304.2071)			42957.1006	43442.9072	43793.3936	152168.8711	174068.3750	176446.3906	36388.3447	49668.9033	36647.4761	85079.4434	95220.2793	67097.8145	0.0000	0.0000	0.0000	0.0000
sp|Q8WX92|NELFB_HUMAN	Q8WX92	NELFB_HUMAN	NELFB	580	Homo sapiens	Negative elongation factor B	1:Experimental evidence at protein level	5.52	1.0000	0.9990	3	3	3	3	3	3	9360788	9360788	9360788	11K(304.2071), 13K(304.2071), 2C(57.0214), 5K(304.2071), 7K(304.2071), N-term(304.2071)			245570.3125	257174.2617	258225.2227	427836.1094	428147.0547	405065.5000	267142.2031	333388.9688	263037.8359	313189.9531	261663.2578	226148.6602	4316.2780	1252.9501	0.0000	0.0000
sp|Q8WX93|PALLD_HUMAN	Q8WX93	PALLD_HUMAN	PALLD	1383	Homo sapiens	Palladin	1:Experimental evidence at protein level	21.48	1.0000	0.9990	22	22	22	33	33	33	16910876	16910876	16910876	11C(57.0214), 11K(304.2071), 12K(304.2071), 16C(57.0214), 17K(304.2071), 1K(304.2071), 24M(15.9949), 26K(304.2071), 2K(304.2071), 2M(15.9949), 33K(304.2071), 4C(57.0214), 5M(15.9949), 6C(57.0214), 6K(304.2071), 7C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)			2420543.5352	2285895.6543	3094757.2168	2578186.0215	2732343.6270	2438740.8535	4982834.7061	4307181.1719	4393824.7734	2965697.2764	3544849.5938	3069517.6689	104726.6084	54440.1168	0.0000	0.0000
sp|Q8WXA3|RUFY2_HUMAN	Q8WXA3	RUFY2_HUMAN	RUFY2	606	Homo sapiens	RUN and FYVE domain-containing protein 2	1:Experimental evidence at protein level	23.76	1.0000	0.9990	15	13	13	16	13	13	64186568	10507187	64186568	10C(57.0214), 11K(304.2071), 22K(304.2071), 2C(57.0214), 2K(304.2071), 3K(304.2071), 6M(15.9949), 7C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071), N-term(42.0106)			731967.9453	824384.6172	843574.1074	1390899.2734	1386362.1523	1309738.6895	1044566.4277	1456040.9102	1164589.5059	1216267.0020	1207654.5957	1043680.5449	34354.7773	15692.3922	0.0000	0.0000
sp|Q8WXD2|SCG3_HUMAN	Q8WXD2	SCG3_HUMAN	SCG3	468	Homo sapiens	Secretogranin-3	1:Experimental evidence at protein level	7.91	1.0000	0.9990	4	4	4	4	4	4	3068276	3068276	3068276	10K(304.2071), 1K(304.2071), 3K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)			189223.8359	288968.1895	260098.7676	1247714.4727	1039669.1172	1413591.4102	201530.2754	274175.0508	178733.7256	635115.3516	491694.6914	355306.6230	14317.4324	3707.0006	0.0000	0.0000
sp|Q8WXD5|GEMI6_HUMAN	Q8WXD5	GEMI6_HUMAN	GEMIN6	167	Homo sapiens	Gem-associated protein 6	1:Experimental evidence at protein level	13.77	1.0000	0.9990	2	2	2	2	2	2	932008	932008	932008	N-term(304.2071)			95867.5352	105353.7383	111579.1133	158460.5117	161883.1055	156915.5781	98510.8164	136592.3320	109178.3086	113810.5117	109426.6484	93269.1914	2168.7327	2027.5037	0.0000	0.0000
sp|Q8WXD9|CSKI1_HUMAN	Q8WXD9	CSKI1_HUMAN	CASKIN1	1431	Homo sapiens	Caskin-1	1:Experimental evidence at protein level	11.11	1.0000	0.9990	10	10	10	13	13	13	16431475	16431475	16431475	10K(304.2071), 11K(304.2071), 13K(304.2071), 17K(304.2071), 21K(304.2071), 2K(304.2071), 7K(304.2071), N-term(304.2071)			601182.7832	657943.5781	678100.1914	1002615.9609	1073752.0156	1111674.9355	964548.8496	1153669.0898	939854.6719	885678.3096	1019968.3682	824909.0244	33398.7349	16927.9739	0.0000	0.0000
sp|Q8WXE0|CSKI2_HUMAN	Q8WXE0	CSKI2_HUMAN	CASKIN2	1202	Homo sapiens	Caskin-2	1:Experimental evidence at protein level	5.16	1.0000	0.9990	5	4	5	5	4	5	5575456	1301099	5575456	11K(304.2071), 16K(304.2071), 5K(304.2071), 7K(304.2071), N-term(304.2071)			172684.1016	200411.9961	207587.5742	360226.9375	359686.9688	360810.6289	191483.8086	255306.8594	198033.2266	288236.0234	275487.7109	224456.9141	9422.0364	3448.0913	0.0000	0.0000
sp|Q8WXE9|STON2_HUMAN	Q8WXE9	STON2_HUMAN	STON2	905	Homo sapiens	Stonin-2	1:Experimental evidence at protein level	4.31	1.0000	0.9990	3	3	3	3	3	3	2798289	2798289	2798289	10K(304.2071), 12K(304.2071), 16M(15.9949), 4M(15.9949), N-term(304.2071)			232530.7910	215786.2441	277352.5527	512386.5547	513315.1016	460619.7109	281065.6992	382615.1836	318747.9453	476079.3008	522889.8633	378279.5039	5469.2295	0.0000	0.0000	0.0000
sp|Q8WXF0|SRS12_HUMAN	Q8WXF0	SRS12_HUMAN	SRSF12	261	Homo sapiens	Serine/arginine-rich splicing factor 12	2:Experimental evidence at transcript level	19.54	1.0000	0.9990	6	5	6	7	5	7	12761696	12240508	12761696	13K(304.2071), 1K(304.2071), 6M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071)			374945.2334	397430.9395	455316.9805	1357541.0039	1420250.9570	1168215.4375	369296.7695	544641.1465	371995.0293	951604.8047	915998.3555	738768.7266	18564.3367	9603.2245	0.0000	0.0000
